CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO/TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO-APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
3,6,4,,,,1,,,1382,0,2,1,0,0,0,0,0,1,0,0,28,0,0,1,2,2,1,1,0,1
1,12,2,,,1,,,,951,1,1,4,0,0,0,0,0,4,0,0,27,1,1,0,4,2,1,0,0,0
1,24,2,,1,,,,,2760,4,4,4,0,1,0,0,0,4,0,1,36,1,0,0,1,2,1,1,0,1
1,18,3,,,1,,,,4297,0,4,4,1,0,0,0,0,3,0,1,,0,0,1,1,3,1,1,0,0
3,9,4,,,,,1,,936,2,4,4,0,1,0,0,0,2,0,0,52,0,0,1,2,2,1,1,0,1
0,12,2,1,,,,,,1168,0,2,4,0,0,1,0,0,3,1,0,27,0,0,1,1,1,1,0,0,1
3,27,3,,,,,,1,5117,0,3,3,0,1,0,0,0,4,0,0,26,0,0,1,2,2,1,0,0,1
0,12,2,,,,,,,902,0,3,4,0,0,1,0,0,4,0,0,21,0,1,0,1,2,1,0,0,0
3,12,4,1,,,,,,1495,0,4,4,0,1,0,0,0,1,1,0,38,0,0,1,2,1,2,0,0,1
0,30,4,,1,,,,,10623,0,4,3,0,1,0,0,0,4,0,1,38,0,0,0,3,3,2,1,0,1
3,12,4,,,1,,,,1935,0,4,4,0,1,0,0,0,4,1,0,43,0,0,1,3,2,1,1,0,1
1,12,4,,,,,,,1424,0,3,4,0,1,0,0,0,3,0,0,26,0,0,1,1,2,1,0,0,1
0,24,2,,,,,,1,6568,0,2,2,0,0,1,0,0,2,0,0,21,1,0,1,1,1,1,0,0,1
3,12,2,,1,,,,,1413,3,3,3,0,1,0,0,0,2,0,0,55,0,0,1,1,2,1,0,1,1
3,9,4,,,,1,,,3074,4,2,1,0,1,0,0,0,2,1,0,33,0,0,1,2,2,2,0,0,1
3,36,2,,,,1,,,3835,4,4,2,0,0,0,0,0,4,1,0,45,0,0,1,1,1,1,1,0,1
0,27,0,,,,,,1,5293,0,0,2,0,1,0,0,0,4,0,0,50,1,0,1,2,2,1,1,0,0
2,30,3,,,,,,1,1908,0,4,4,0,1,0,0,0,4,1,0,66,0,0,1,1,3,1,1,0,0
3,36,4,,,,1,,,3342,4,4,4,0,1,0,0,0,2,0,0,51,0,0,1,1,2,1,1,0,1
1,6,4,,,,,,,932,4,3,1,0,0,0,0,0,3,0,0,39,0,0,1,2,1,1,0,0,1
0,18,0,,,,,,1,3104,0,3,3,0,1,0,0,0,1,0,0,31,1,0,1,1,2,1,1,0,1
2,36,2,,,,1,,,3913,0,2,2,0,1,0,0,0,2,1,0,23,0,0,1,1,2,1,1,0,1
0,24,2,,,1,,,,3021,0,2,2,1,0,0,0,0,2,1,0,24,0,1,0,1,1,1,0,0,1
3,10,2,1,,,,,,1364,0,2,2,0,0,0,0,0,4,0,0,64,0,0,1,1,2,1,1,0,1
1,12,2,,,,1,,,625,0,1,4,0,0,1,0,1,1,1,0,26,1,0,1,1,1,1,0,0,1
0,12,2,,,,,1,,1200,4,2,4,0,0,0,0,0,4,0,0,23,1,1,0,1,2,1,1,0,1
3,12,2,,,,1,,,707,0,2,4,0,1,0,0,0,2,1,0,30,1,0,1,2,2,1,0,0,1
3,24,3,,,,,,1,2978,4,2,4,0,1,0,0,0,4,1,0,32,0,0,1,2,2,2,1,0,1
3,15,2,,1,,,,,4657,0,2,3,0,1,0,0,0,2,0,0,30,0,0,1,1,2,1,1,0,1
3,36,0,,,,,,,2613,0,2,4,0,1,0,0,0,2,0,0,27,0,0,1,2,2,1,0,0,1
1,48,2,,,,1,,,10961,3,3,1,0,1,0,1,0,2,0,1,27,1,0,1,2,2,1,1,0,0
0,12,2,,,1,,,,7865,0,4,4,0,1,0,0,0,4,0,1,53,0,0,0,1,3,1,1,0,0
3,9,2,,,,1,,,1478,0,3,4,0,1,0,0,0,2,0,0,22,0,0,1,1,2,1,0,0,0
0,24,2,,,1,,,,3149,0,1,4,0,1,0,0,0,1,0,1,22,1,0,0,1,2,1,0,0,1
2,36,2,,,,1,,,4210,0,2,4,0,1,0,0,0,2,0,0,26,0,0,1,1,2,1,0,0,0
3,9,2,1,,,,,,2507,2,4,2,0,1,0,0,0,4,0,1,51,0,0,0,1,1,1,0,0,1
3,12,2,,,,1,,,2141,1,3,3,0,1,0,0,0,1,0,1,35,0,0,1,1,2,1,0,0,1
1,18,2,,,,1,,,866,0,2,4,0,0,1,0,1,2,1,0,25,0,0,1,1,1,1,0,0,1
3,4,4,,,,1,,,1544,0,3,2,0,1,0,0,0,1,1,0,42,0,0,1,3,1,2,0,0,1
0,24,2,,,,1,,,1823,0,0,4,0,1,0,0,0,2,0,0,30,1,0,1,1,3,2,0,0,0
1,6,2,1,,,,,,14555,4,0,1,0,1,0,0,0,2,0,0,23,0,0,1,1,0,1,1,0,0
1,21,2,,,,,,1,2767,1,4,4,1,0,0,0,0,2,0,0,61,1,1,0,2,1,1,0,0,0
3,12,4,,,,1,,,1291,0,2,4,0,0,0,0,0,2,0,0,35,0,0,1,2,2,1,0,0,1
0,30,2,,,,1,,,2522,0,4,1,0,1,0,0,1,3,0,0,39,0,0,1,1,2,2,0,0,1
0,24,2,1,,,,,,915,4,4,4,0,0,0,0,0,2,0,0,29,1,0,1,1,2,1,0,0,0
3,6,2,,,,1,,,1595,0,3,3,0,1,0,0,0,2,0,0,51,0,0,1,1,2,2,0,0,1
0,48,0,,1,,,,,4605,0,4,3,0,1,0,0,0,4,0,1,24,0,0,0,2,2,2,0,0,0
3,12,4,,,,,,1,1185,0,2,3,0,0,0,0,0,2,1,0,27,0,0,1,2,2,1,0,0,1
3,12,1,,,,,,,3447,2,2,4,0,0,0,0,0,3,1,0,35,0,0,1,1,1,2,0,0,1
3,24,2,,,,,,1,1258,0,3,4,0,1,0,0,0,1,1,0,25,0,0,1,1,2,1,1,0,1
3,12,4,,,,1,,,717,0,4,4,0,1,0,0,0,4,1,0,52,0,0,1,3,2,1,0,0,1
3,6,0,1,,,,,,1204,1,2,4,0,1,0,0,0,1,0,1,35,1,1,0,1,2,1,0,1,1
2,24,2,,,1,,,,1925,0,2,2,0,1,0,0,0,2,1,0,26,0,0,1,1,2,1,0,0,1
3,18,2,,,,1,,,433,0,0,3,0,0,0,1,0,4,1,0,22,0,1,0,1,2,1,0,0,0
0,6,4,1,,,,,,666,3,3,3,0,0,0,0,0,4,1,0,39,0,0,1,2,1,1,1,0,1
2,12,2,,,1,,,,2251,0,2,1,0,0,0,0,0,2,0,0,46,0,0,1,1,1,1,0,0,1
1,30,2,1,,,,,,2150,0,2,4,0,0,0,0,1,2,0,1,24,1,0,1,1,2,1,0,0,0
3,24,3,,,1,,,,4151,1,2,2,0,1,0,0,0,3,0,0,35,0,0,1,2,2,1,0,0,1
1,9,2,,,1,,,,2030,4,3,2,0,1,0,0,0,1,0,0,24,0,0,1,1,2,1,1,0,1
1,60,3,,,,1,,,7418,4,2,1,0,1,0,0,0,1,1,0,27,0,0,1,1,1,1,0,0,1
3,24,4,,,,1,,,2684,0,2,4,0,1,0,0,0,2,1,0,35,0,0,1,2,1,1,0,0,1
0,12,1,,,,1,,,2149,0,2,4,1,0,0,0,0,1,0,1,29,0,0,0,1,2,1,0,0,0
3,15,2,,1,,,,,3812,1,1,1,0,0,0,0,0,4,0,0,23,0,0,1,1,2,1,1,0,1
3,11,4,,,,1,,,1154,1,0,4,0,0,0,0,0,4,1,0,57,0,0,1,3,1,1,0,0,1
0,12,2,,,1,,,,1657,0,2,2,0,1,0,0,0,2,1,0,27,0,0,1,1,2,1,0,0,1
0,24,2,,,,1,,,1603,0,4,4,0,0,0,0,0,4,0,0,55,0,0,1,1,2,1,0,0,1
0,18,4,1,,,,,,5302,0,4,2,0,1,0,0,0,4,0,1,36,0,0,0,3,3,1,1,0,1
3,12,4,,,,,1,,2748,0,4,2,0,0,0,0,0,4,0,1,57,1,0,0,3,1,1,0,0,1
3,10,4,1,,,,,,1231,0,4,3,0,1,0,0,0,4,1,0,32,0,0,1,2,1,2,0,1,1
1,15,2,,,,1,,,802,0,4,4,0,1,0,0,0,3,0,0,37,0,0,1,1,2,2,0,0,0
3,36,4,,,,,,1,6304,4,4,4,0,1,0,0,0,4,1,0,36,0,0,1,2,2,1,0,0,1
3,24,2,,,,1,,,1533,0,1,4,0,0,0,0,0,3,0,0,38,1,0,1,1,2,1,1,0,1
0,14,2,1,,,,,,8978,0,4,1,1,0,0,0,0,4,0,0,45,0,0,1,1,3,1,1,1,0
3,24,2,,,,1,,,999,4,4,4,0,1,0,0,0,2,0,0,25,0,0,1,2,2,1,0,0,1
3,18,2,1,,,,,,2662,4,3,4,0,1,0,0,0,3,0,0,32,0,0,1,1,2,1,0,1,1
3,12,4,,,1,,,,1402,2,3,3,0,0,0,0,0,4,0,0,37,0,1,0,1,2,1,1,0,1
1,48,1,1,,,,,,12169,4,0,4,0,1,0,1,0,4,0,1,36,0,0,0,1,3,1,1,0,1
1,48,2,,,,1,,,3060,0,3,4,0,1,0,0,0,4,1,0,28,0,0,1,2,2,1,0,0,0
0,30,2,,,,,,,11998,0,1,1,1,0,0,0,0,1,0,1,34,0,0,1,1,1,1,1,0,0
3,9,2,,,,1,,,2697,0,2,1,0,1,0,0,0,2,1,0,32,0,0,1,1,2,2,0,0,1
3,18,4,,,,1,,,2404,0,2,2,0,0,0,0,0,2,0,0,26,0,0,1,2,2,1,0,0,1
0,12,2,,,1,,,,1262,4,4,2,1,0,0,0,0,4,0,0,49,0,0,1,1,1,1,1,0,1
3,6,2,,,1,,,,4611,0,1,1,0,0,0,0,0,4,0,0,32,0,0,1,1,2,1,0,0,0
3,24,2,,,,1,,,1901,1,2,4,0,1,0,0,0,4,0,0,29,0,1,0,1,3,1,1,0,1
3,15,4,,1,,,,,3368,3,4,3,0,1,0,0,0,4,0,1,23,0,1,0,2,2,1,1,0,1
3,12,2,,,1,,,,1574,0,2,4,0,1,0,0,0,2,1,0,50,0,0,1,1,2,1,0,0,1
2,18,1,,,,1,,,1445,4,3,4,0,1,0,0,0,4,0,0,49,1,0,1,1,1,1,0,0,1
3,15,4,,,1,,,,1520,4,4,4,0,1,0,0,0,4,0,0,63,0,0,1,1,2,1,0,0,1
1,24,4,1,,,,,,3878,1,1,4,1,0,0,0,0,2,0,0,37,0,0,1,1,2,1,1,0,1
0,47,2,1,,,,,,10722,0,1,1,0,0,0,0,0,1,1,0,35,0,0,1,1,1,1,1,0,1
0,48,2,,1,,,,,4788,0,3,4,0,1,0,0,0,3,0,0,26,0,0,1,1,2,2,0,0,1
1,48,3,,,,,,,7582,1,0,2,0,1,0,0,0,4,0,1,31,0,0,0,1,3,1,1,0,1
1,12,2,,,,1,,,1092,0,2,4,0,0,0,0,1,4,1,0,49,0,0,1,2,2,1,1,0,1
0,24,3,,,,1,,,1024,0,1,4,0,0,1,0,0,4,1,0,48,1,0,1,1,2,1,0,0,0
3,12,2,,,,,,1,1076,0,2,2,0,0,1,0,0,2,1,0,26,0,0,1,1,2,1,1,1,1
1,36,2,,1,,,,,9398,0,1,1,0,0,1,0,0,4,0,0,28,0,1,0,1,3,1,1,0,0
0,24,4,,1,,,,,6419,0,4,2,0,0,0,0,0,4,0,1,44,0,0,0,2,3,2,1,0,1
2,42,4,,1,,,,,4796,0,4,4,0,1,0,0,0,4,0,1,56,0,0,0,1,2,1,0,0,1
3,48,4,,,,,,1,7629,4,4,4,1,0,0,0,0,2,0,0,46,1,0,1,2,3,2,0,0,1
1,48,2,,,1,,,,9960,0,1,1,0,0,0,0,0,2,0,0,26,0,0,1,1,2,1,1,0,0
3,12,2,,1,,,,,4675,4,1,1,0,0,0,0,0,4,0,0,20,0,1,0,1,2,1,0,0,1
3,10,2,1,,,,,,1287,4,4,4,0,1,0,1,0,2,0,0,45,0,0,1,1,1,1,0,1,1
3,18,2,,,1,,,,2515,0,2,3,0,1,0,0,0,4,1,0,43,0,0,1,1,2,1,1,0,1
1,21,4,,,1,,,,2745,3,3,3,0,1,0,0,0,2,0,0,32,0,0,1,2,2,1,1,0,1
3,6,2,1,,,,,,672,0,0,1,0,0,0,0,0,4,1,0,54,0,0,1,1,0,1,1,0,1
1,36,0,,,,1,,,3804,0,2,4,0,0,0,0,0,1,0,0,42,0,0,1,1,2,1,1,0,0
2,24,4,1,,,,,,1344,4,3,4,0,1,0,0,0,2,1,0,37,1,0,1,2,1,2,0,0,0
0,10,4,1,,,,,,1038,0,3,4,0,1,0,1,0,3,0,0,49,0,0,1,2,2,1,1,0,1
3,48,4,1,,,,,,10127,2,2,2,0,1,0,0,0,2,0,1,44,1,0,0,1,2,1,0,0,0
3,6,2,,,1,,,,1543,3,2,4,1,0,0,0,0,2,1,0,33,0,0,1,1,2,1,0,0,1
3,30,2,,1,,,,,4811,4,3,2,0,0,0,0,0,4,0,0,24,1,1,0,1,1,1,0,0,1
0,12,2,,,,1,,,727,1,1,4,0,0,1,0,0,3,0,1,33,0,0,1,1,1,1,1,0,0
1,8,2,,,1,,,,1237,0,2,3,0,0,0,0,0,4,1,0,24,0,0,1,1,2,1,0,0,0
1,9,2,1,,,,,,276,0,2,4,0,0,1,0,0,4,1,0,22,0,1,0,1,1,1,0,0,1
1,48,2,,,,,,,5381,4,0,3,0,1,0,0,0,4,0,1,40,1,0,0,1,0,1,1,0,1
3,24,2,,,1,,,,5511,1,2,4,0,1,0,0,0,1,0,0,25,1,0,1,1,2,1,0,0,1
2,24,2,,,1,,,,3749,0,1,2,0,0,0,0,0,4,0,0,26,0,0,1,1,2,1,0,0,1
1,12,2,1,,,,,,685,0,3,2,0,0,1,0,0,3,0,0,25,1,0,1,1,1,1,0,0,0
2,4,2,1,,,,,,1494,4,1,1,0,1,0,0,0,2,1,0,29,0,0,1,1,1,2,0,1,1
0,36,1,,,1,,,,2746,0,4,4,0,1,0,0,0,4,0,0,31,1,0,1,1,2,1,0,0,0
0,12,2,,,1,,,,708,0,2,2,0,1,0,0,1,3,0,0,38,0,0,1,1,1,2,0,0,1
1,24,2,,,1,,,,4351,4,2,1,0,0,0,0,0,4,0,0,48,0,0,1,1,1,1,1,0,1
3,12,4,,,,,1,,701,0,2,4,0,1,0,0,0,2,0,0,32,0,0,1,2,2,1,0,0,1
0,15,3,,,1,,,,3643,0,4,1,0,0,0,0,0,4,0,0,27,0,0,1,2,1,1,0,0,1
1,30,4,1,,,,,,4249,0,0,4,0,0,1,0,0,2,0,0,28,0,0,1,2,3,1,0,0,0
0,24,2,,,,1,,,1938,0,1,4,1,0,0,0,0,3,0,0,32,0,0,1,1,2,1,0,0,0
0,24,2,,1,,,,,2910,0,3,2,0,1,0,0,0,1,0,1,34,0,0,0,1,3,1,1,0,1
0,18,2,,,1,,,,2659,3,2,4,0,1,0,0,0,2,0,0,28,0,0,1,1,2,1,0,0,1
3,18,4,1,,,,,,1028,0,2,4,0,0,0,0,0,3,1,0,36,0,0,1,2,2,1,0,0,1
0,8,4,1,,,,,,3398,0,3,1,0,1,0,0,0,4,1,0,39,0,0,1,2,1,1,0,1,1
3,12,4,,,1,,,,5801,4,4,2,0,1,0,0,0,4,0,0,49,0,1,0,1,2,1,1,0,1
3,24,2,1,,,,,,1525,3,3,4,0,0,0,0,0,3,0,0,34,0,0,1,1,2,2,1,0,1
2,36,2,,,,1,,,4473,0,4,4,0,1,0,0,0,2,0,0,31,0,0,1,1,2,1,0,0,1
1,6,2,,,,1,,,1068,0,4,4,0,1,0,0,0,4,0,0,28,0,0,1,1,2,2,0,0,1
0,24,4,,1,,,,,6615,0,0,2,0,1,0,0,0,4,0,1,75,0,0,0,2,3,1,1,0,1
3,18,4,,,,,1,,1864,1,2,4,0,0,0,0,0,2,1,0,30,0,0,1,2,2,1,0,0,0
1,60,2,1,,,,,,7408,1,1,4,0,0,0,0,0,2,0,0,24,0,0,1,1,3,1,0,0,0
3,48,4,,1,,,,,11590,1,2,2,0,0,0,0,0,4,0,0,24,1,1,0,2,1,1,0,0,0
0,24,0,,,1,,,,4110,0,4,3,0,1,0,0,0,4,0,1,23,1,1,0,2,2,2,0,0,0
0,6,4,,,1,,,,3384,0,2,1,1,0,0,0,0,4,1,0,44,0,1,0,1,3,1,1,0,0
1,13,2,,,,1,,,2101,0,1,2,0,0,0,0,1,4,0,0,23,0,0,1,1,1,1,0,0,1
0,15,2,,,,,,,1279,4,2,4,0,0,0,0,0,2,0,0,24,0,1,0,1,2,1,0,0,0
0,24,2,,,1,,,,4175,0,2,4,0,1,0,0,0,4,0,0,28,0,0,1,1,2,1,0,0,1
1,10,2,,,1,,,,1521,0,2,4,1,0,0,0,0,2,0,0,31,0,0,1,1,1,1,0,0,1
1,24,4,,,,,1,,5743,0,1,2,0,0,0,0,0,4,0,1,24,0,0,0,2,2,1,1,0,1
0,21,2,,,1,,,,3599,0,3,1,0,0,0,0,0,4,0,0,26,0,1,0,1,1,1,0,0,1
1,18,2,,,,1,,,3213,2,1,1,0,0,1,0,0,3,1,0,25,0,1,0,1,2,1,0,0,1
1,18,2,,,,,,1,4439,0,4,1,0,1,0,1,0,1,1,0,33,1,0,1,1,3,1,1,0,1
2,10,2,1,,,,,,3949,0,1,1,0,1,0,0,1,1,0,0,37,0,0,1,1,1,2,0,0,1
3,15,4,,,,1,,,1459,0,2,4,0,0,0,0,0,2,0,0,43,0,0,1,1,1,1,0,0,1
1,13,4,,,,1,,,878,0,1,4,0,1,0,0,1,4,1,0,23,0,0,1,2,2,1,0,0,1
1,24,2,,,,1,,,3758,2,0,1,0,0,0,0,0,4,0,1,23,0,1,0,1,0,1,0,0,1
3,6,3,,,,,,1,1743,1,2,1,0,1,0,0,0,2,1,0,34,0,0,1,2,1,1,0,0,1
1,9,4,,,,,1,,1136,3,4,4,0,1,0,0,0,3,0,1,32,0,0,0,2,2,2,0,0,0
3,9,2,,,,,,,1236,0,1,1,0,0,0,0,0,4,1,0,23,0,1,0,1,2,1,1,0,1
1,9,2,,,1,,,,959,0,2,1,0,0,0,0,0,2,0,0,29,0,0,1,1,2,1,0,1,0
3,18,4,,1,,,,,3229,4,0,2,0,1,0,0,0,4,0,1,38,0,0,1,1,3,1,1,0,1
0,12,0,,,,1,,,6199,0,2,4,0,1,0,0,0,2,0,0,28,0,1,0,2,2,1,1,0,0
3,10,2,,,,,1,,727,2,4,4,0,1,0,0,0,4,0,1,46,0,0,0,1,2,1,1,0,1
1,24,2,1,,,,,,1246,0,1,4,0,1,0,0,0,2,1,0,23,1,0,1,1,1,1,0,0,0
3,12,4,,,,1,,,2331,4,4,1,0,1,0,1,0,4,1,0,49,0,0,1,1,2,1,1,0,1
3,36,3,,,,1,,,4463,0,2,4,0,1,0,0,0,2,0,0,26,0,0,1,2,3,1,1,0,0
3,12,2,,,,1,,,776,0,2,4,0,0,1,0,0,2,1,0,28,0,0,1,1,2,1,0,0,1
0,30,2,,,1,,,,2406,0,3,4,0,0,0,0,0,4,1,0,23,0,1,0,1,2,1,0,0,0
1,18,2,,,,,1,,1239,4,2,4,0,1,0,0,0,4,0,1,61,0,0,0,1,2,1,0,0,1
2,12,2,,,,1,,,3399,4,4,2,0,1,0,0,0,3,0,0,37,0,0,1,1,3,1,0,0,1
2,12,3,1,,,,,,2247,0,2,2,0,0,0,0,0,2,0,0,36,1,0,1,2,2,1,1,0,1
3,6,2,,,1,,,,1766,0,2,1,0,0,1,0,0,2,0,0,21,0,1,0,1,2,1,0,0,1
0,18,2,,,1,,,,2473,0,0,4,0,1,0,0,0,1,0,0,25,0,0,1,1,0,1,0,0,0
3,12,2,,,,,,1,1542,0,3,2,0,1,0,0,0,4,0,0,36,0,0,1,1,2,1,1,0,1
3,18,4,,1,,,,,3850,0,3,3,0,1,0,0,0,1,0,0,27,0,0,1,2,2,1,0,0,1
0,18,2,,,1,,,,3650,0,1,1,0,0,0,0,0,4,0,0,22,0,1,0,1,2,1,0,0,1
0,36,2,,,1,,,,3446,0,4,4,0,1,0,0,0,2,0,0,42,0,0,1,1,2,2,0,0,0
1,18,2,,,1,,,,3001,0,3,2,0,0,0,0,0,4,1,0,40,0,1,0,1,2,1,0,0,1
3,36,2,1,,,,,,3079,4,2,4,0,1,0,0,0,4,1,0,36,0,0,1,1,2,1,0,0,1
3,18,4,,,,1,,,6070,0,4,3,0,1,0,0,0,4,0,0,33,0,0,1,2,2,1,1,0,1
3,10,4,,,1,,,,2146,0,1,1,0,0,0,0,0,3,1,0,23,0,1,0,2,2,1,0,0,1
3,60,4,1,,,,,,13756,4,4,2,0,1,0,0,0,4,0,1,63,1,0,0,1,3,1,1,0,1
1,60,1,,,,,,,14782,1,4,3,0,0,0,0,0,4,0,1,60,1,0,0,2,3,1,1,0,0
0,48,1,,,,,,1,7685,0,3,2,0,0,0,0,1,4,0,0,37,0,1,0,1,2,1,0,0,0
3,18,3,,,,1,,,2320,0,0,2,0,0,1,0,0,3,1,0,34,0,0,1,2,2,1,0,0,1
3,7,3,,,,1,,,846,4,4,3,0,1,0,0,0,4,0,1,36,0,0,0,1,2,1,0,0,1
1,36,2,1,,,,,,14318,0,4,4,0,1,0,0,0,2,0,1,57,0,0,0,1,3,1,1,0,0
3,6,4,1,,,,,,362,1,2,4,0,0,0,0,0,4,0,0,52,0,0,1,2,1,1,0,0,1
0,20,2,,,1,,,,2212,4,3,4,0,1,0,0,0,4,0,0,39,0,0,1,1,2,1,1,0,1
1,18,2,,1,,,,,12976,0,0,3,0,0,0,0,0,4,0,1,38,0,0,0,1,3,1,1,0,0
3,22,2,1,,,,,,1283,4,3,4,0,0,0,0,0,4,0,0,25,0,1,0,1,2,1,0,0,1
2,12,2,1,,,,,,1330,0,1,4,0,1,0,0,0,1,1,0,26,0,0,1,1,2,1,0,0,1
3,30,3,,,,,,1,4272,1,2,2,0,1,0,0,0,2,0,0,26,0,0,1,2,1,1,0,0,1
3,18,4,,,,1,,,2238,0,2,2,0,0,0,0,0,1,0,0,25,0,0,1,2,2,1,0,0,1
3,18,2,,,,1,,,1126,4,1,4,0,0,0,0,0,2,1,0,21,0,1,0,1,2,1,1,0,1
1,18,4,,,1,,,,7374,0,0,4,0,1,0,0,0,4,0,0,40,1,0,1,2,3,1,1,0,1
1,15,4,,,,,,1,2326,2,2,2,0,1,0,0,0,4,0,0,27,1,0,1,1,2,1,0,0,1
3,9,2,,,,,,1,1449,0,3,3,0,0,0,0,0,2,0,0,27,0,0,1,2,2,1,0,0,1
3,18,2,1,,,,,,1820,0,2,2,0,0,1,0,0,2,0,0,30,0,0,1,1,3,1,1,0,1
1,12,2,,,1,,,,983,3,1,1,0,0,0,0,0,4,1,0,19,0,1,0,1,1,1,0,0,1
0,36,2,1,,,,,,3249,0,3,2,0,1,0,0,0,4,0,1,39,1,0,0,1,3,2,1,0,1
0,6,4,,,,1,,,1957,0,3,1,0,0,0,0,0,4,0,0,31,0,0,1,1,2,1,0,0,1
3,9,4,,,1,,,,2406,0,0,2,0,1,0,0,0,3,0,0,31,0,0,1,1,3,1,0,0,1
1,39,3,,,,,1,,11760,1,3,2,0,1,0,0,0,3,0,1,32,0,1,0,1,2,1,1,0,1
0,12,2,,,1,,,,2578,0,0,3,0,0,0,0,0,4,0,1,55,0,0,0,1,3,1,0,0,1
